DISTRICTS,SOIL_TYPE,COMMODITIES,SEASONS,WATER_REQ,Min_Temp,Max_Temp,Ideal_Hum,N,P,K
Bengaluru Urban,Red Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Bengaluru Urban,Red Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Pineapple,Annual,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Bengaluru Urban,Red Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Bengaluru Urban,Red Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Rubber,Annual,HIGH,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Bengaluru Urban,Red Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Bengaluru Urban,Red Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Bengaluru Urban,Red Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Bengaluru Urban,Red Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Bidar,Black Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Bidar,Black Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Bidar,Black Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Bidar,Black Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Bidar,Black Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Bidar,Black Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Bidar,Black Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Bidar,Black Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Bidar,Black Soil,Capsicum,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Capsicum,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Cucumber(Kheera),Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Cucumber(Kheera),Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Jowar(Sorghum),Monsoon,LOW,24,34,50,60,30,30
Bidar,Black Soil,Jowar(Sorghum),Post-Monsoon,LOW,24,34,50,60,30,30
Bidar,Black Soil,Karbuja(Musk Melon),Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Bidar,Black Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Bidar,Black Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Bidar,Black Soil,Mustard,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Bidar,Black Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Bidar,Black Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Pomegranate,Annual,MODERATE,20,35,45,70,40,60
Bidar,Black Soil,Pumpkin,Mosoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Bidar,Black Soil,Ridgegourd(Tori),Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Ridgegourd(Tori),Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Round gourd,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Snakegourd,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Snakegourd,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Soanf,Post-Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Soyabean,Monsoon,MODERATE,20,32,65,40,60,50
Bidar,Black Soil,Sponge gourd,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Sponge gourd,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Sugarcane,Annual,HIGH,20,35,80,150,70,120
Bidar,Black Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Sweet Pumpkin,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Sweet Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Bidar,Black Soil,Tender Coconut,Annual,HIGH,20,30,60,80,45,50
Bidar,Black Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Bidar,Black Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Bidar,Black Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Bidar,Black Soil,Water Melon,Summer,MODERATE,20,30,60,80,45,50
Bidar,Black Soil,Wheat,Post-Monsoon,MODERATE,10,26,55,100,50,40
Chamarajanagar,Red Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Chamarajanagar,Red Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Chamarajanagar,Red Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Chamarajanagar,Red Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Chamarajanagar,Red Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Chamarajanagar,Red Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Chamarajanagar,Red Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Chamarajanagar,Red Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Chamarajanagar,Red Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Chamarajanagar,Red Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Chamarajanagar,Red Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Chamarajanagar,Red Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Chamarajanagar,Red Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Chamarajanagar,Red Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Pineapple,Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Chamarajanagar,Red Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Chamarajanagar,Red Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Chamarajanagar,Red Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Rubber,Annual,HIGH,20,30,60,80,45,50
Chamarajanagar,Red Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Chamarajanagar,Red Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Chamarajanagar,Red Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Chamarajanagar,Red Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Chamarajanagar,Red Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Chamarajanagar,Red Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Chikkaballapura,Red Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Chikkaballapura,Red Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Chikkaballapura,Red Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Chikkaballapura,Red Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Chikkaballapura,Red Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Chikkaballapura,Red Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Chikkaballapura,Red Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Chikkaballapura,Red Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Chikkaballapura,Red Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Chikkaballapura,Red Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Chikkaballapura,Red Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Chikkaballapura,Red Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Chikkaballapura,Red Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Pineapple,Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Chikkaballapura,Red Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Chikkaballapura,Red Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Chikkaballapura,Red Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Rubber,Annual,HIGH,20,30,60,80,45,50
Chikkaballapura,Red Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Chikkaballapura,Red Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Chikkaballapura,Red Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Chikkaballapura,Red Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Chikkaballapura,Red Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Chikkaballapura,Red Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Chikkamagaluru,Coastal Alluvial Soil,Beans,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Chikkamagaluru,Coastal Alluvial Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Chikkamagaluru,Coastal Alluvial Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Chikkamagaluru,Coastal Alluvial Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Chikkamagaluru,Coastal Alluvial Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Chikkamagaluru,Coastal Alluvial Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Capsicum,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Capsicum,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Chikkamagaluru,Coastal Alluvial Soil,Cucumber(Kheera),Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Cucumber(Kheera),Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Jowar(Sorghum),Monsoon,LOW,24,34,50,60,30,30
Chikkamagaluru,Coastal Alluvial Soil,Jowar(Sorghum),Post-Monsoon,LOW,24,34,50,60,30,30
Chikkamagaluru,Coastal Alluvial Soil,Jute,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Karbuja(Musk Melon),Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Chikkamagaluru,Coastal Alluvial Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Chikkamagaluru,Coastal Alluvial Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Mustard,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Chikkamagaluru,Coastal Alluvial Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Chikkamagaluru,Coastal Alluvial Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Paddy(Basmati),Monsoon,HIGH,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Paddy(Basmati),Summer,HIGH,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Paddy(Common),Monsoon,HIGH,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Paddy(Common),Summer,HIGH,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Pointed gourd(Parval),Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Pointed gourd(Parval),Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Pomegranate,Annual,MODERATE,20,35,45,70,40,60
Chikkamagaluru,Coastal Alluvial Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Chikkamagaluru,Coastal Alluvial Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Chikkamagaluru,Coastal Alluvial Soil,Pumpkin,Mosoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Rice,Monsoon,HIGH,20,35,85,90,42,43
Chikkamagaluru,Coastal Alluvial Soil,Rice,Summer,HIGH,20,35,85,90,42,43
Chikkamagaluru,Coastal Alluvial Soil,Ridgegourd(Tori),Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Ridgegourd(Tori),Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Round gourd,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Snakegourd,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Snakegourd,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Soanf,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Soyabean,Monsoon,MODERATE,20,32,65,40,60,50
Chikkamagaluru,Coastal Alluvial Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Sponge gourd,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Sponge gourd,Summer,MODERATE,20,30,60,80,45,50
